Order_ID,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_%,Sales_Amount,Order_Date,City,Segment,Profit,Revenue,month,year
1043,Deborah Walker,T-Shirts,Graphic Tee,2.0,4575.93,0.56,0.0,2024-03-27,Ahmedabad,B2B,442.14,9151.86,3,2024
1044,Elizabeth Williams,T-Shirts,Classic Tee,2.0,2685.985,0.65,0.0,2024-03-27,bengaluru,B2B,-80.23,5371.97,3,2024
1045,Connie Mills,Accessories,Sunglasses,2.0,3477.16,0.65,0.0,2024-03-27,Hyd,B2B,1323.75,6954.32,3,2024
1046,Charlotte Cook,Jeans,Slim Fit Jeans,-1.0,2441.92,0.92,-195.35,2024-03-27,Delhi,B2B,1004.91,-2441.92,3,2024
1047,Matthew Thompson,Jeans,Straight Cut,3.0,2685.985,0.65,0.0,2024-03-27,Hyd,B2C,-395.76,8057.955,3,2024
1048,James Hughes,Jeans,Straight Cut,5.0,2685.985,0.41,0.0,2024-03-27,Delhi,B2B,2409.26,13429.925000000001,3,2024
1049,Kimberly Anderson,T-Shirts,Graphic Tee,2.0,2685.985,0.65,0.0,2024-03-27,Mumbai,B2C,19.87,5371.97,3,2024
1050,Matthew Schmidt,Jeans,Slim Fit Jeans,-1.0,1083.16,0.65,0.0,2024-03-27,Pune,B2C,2904.29,-1083.16,3,2024
1051,Eric Wilson,Jeans,Boyfriend Jeans,2.0,2685.985,0.57,0.0,2025-04-26,Delhi,B2C,2857.9,5371.97,4,2025
1052,Zachary Ramos,Jeans,Ripped Denim,2.0,3252.49,0.56,0.0,2023-12-08,Bangalore,B2B,-11.15,6504.98,12,2023
1053,Debra Pollard,Dresses,Maxi Dress,2.0,714.23,1.29,0.0,2024-03-27,Delhi,B2B,1057.24,1428.46,3,2024
1054,Angela Martinez,T-Shirts,Classic Tee,2.0,2685.985,0.65,0.0,2025-02-12,Pune,B2B,1002.96,5371.97,2,2025
1055,Brett Burch,Jeans,Boyfriend Jeans,0.0,2685.985,0.65,0.0,2024-03-02,Pune,B2B,1374.9,0.0,3,2024
1056,Jennifer English,Accessories,Sunglasses,6.0,2685.985,0.65,0.0,2024-03-27,Mumbai,B2C,-343.36,16115.91,3,2024
1057,Penny Campbell,Jackets,Puffer Coat,4.0,2685.985,0.04,0.0,2024-12-23,Pune,B2B,1725.76,10743.94,12,2024
1058,Karen Garcia,T-Shirts,Oversized T-shirt,2.0,3982.53,1.08,0.0,2024-03-27,Pune,B2C,1912.49,7965.06,3,2024
1059,John Ramos,Jeans,Boyfriend Jeans,0.0,2927.57,0.19,0.0,2024-03-27,Delhi,B2B,2218.42,0.0,3,2024
1060,Dylan Roberson,Jeans,Ripped Denim,2.0,2813.51,0.65,0.0,2024-03-27,Pune,B2B,94.96,5627.02,3,2024
1061,Kelsey Reyes,Accessories,Belts,2.0,2291.15,0.33,0.0,2024-03-27,Mumbai,B2B,2536.3,4582.3,3,2024
1062,Larry Gibson,Jeans,Ripped Denim,-1.0,2685.985,0.65,0.0,2024-03-27,Pune,B2C,328.72,-2685.985,3,2024
1063,Kristin Ho,T-Shirts,Graphic Tee,1.0,2685.985,0.65,0.0,2024-03-27,bengaluru,B2C,2147.75,2685.985,3,2024
1064,Jessica Johnston,Jackets,Denim Jacket,2.0,2685.985,1.3,0.0,2024-03-27,bengaluru,B2B,-901.74,5371.97,3,2024
1065,Amanda Parker,Jeans,Boyfriend Jeans,5.0,2685.985,0.65,0.0,2024-05-28,bengaluru,B2B,2316.97,13429.925000000001,5,2024
1066,Joshua Figueroa,Shoes,Slip-ons,-2.0,3479.44,0.65,0.0,2024-03-27,Delhi,B2B,-252.78,-6958.88,3,2024
1067,Julie Howard,Dresses,Casual Midi,2.0,3945.25,0.65,0.0,2024-03-27,bengaluru,B2B,305.55,7890.5,3,2024
1068,Brandon Lin,Dresses,Wrap Dress,4.0,2765.26,0.65,0.0,2024-03-27,Ahmedabad,B2C,1719.9,11061.04,3,2024
1069,Anna Allen,Accessories,Watches,2.0,2102.02,1.13,-546.53,2024-03-11,Delhi,B2B,-992.61,4204.04,3,2024
1070,Kimberly Ho,Jackets,Leather Jacket,5.0,2685.985,0.65,0.0,2024-03-27,Hyd,B2B,1383.48,13429.925000000001,3,2024
1071,Nancy White,Accessories,Sunglasses,2.0,1000.76,0.65,0.0,2024-03-27,Delhi,B2B,2131.43,2001.52,3,2024
1072,Eric Salazar,Dresses,Maxi Dress,2.0,2685.985,0.65,0.0,2024-03-27,Bangalore,B2C,2878.09,5371.97,3,2024
1073,Michael Williamson,Jeans,Straight Cut,-2.0,2685.985,0.18,0.0,2024-03-27,Pune,B2B,368.69,-5371.97,3,2024
1074,Lynn Morales,Dresses,Casual Midi,-2.0,2685.985,1.06,0.0,2024-03-27,Hyderabad,B2B,192.91,-5371.97,3,2024
1075,Jennifer Horn,T-Shirts,Crop Top,2.0,795.85,0.65,0.0,2024-03-27,Pune,B2B,2418.8,1591.7,3,2024
1076,Lori Preston,T-Shirts,Oversized T-shirt,2.0,2685.985,0.65,0.0,2024-03-27,Bangalore,B2B,1408.61,5371.97,3,2024
1077,Gabriel Parrish,T-Shirts,Oversized T-shirt,2.0,2685.985,0.65,0.0,2024-03-27,Hyderabad,B2B,902.52,5371.97,3,2024
1078,Debbie Raymond,Jackets,Leather Jacket,2.0,4059.56,0.65,0.0,2024-03-27,Pune,B2C,-819.94,8119.12,3,2024
1079,Cheryl Clark,T-Shirts,Classic Tee,2.0,2685.985,0.65,0.0,2024-03-27,Hyd,B2B,-22.55,5371.97,3,2024
1080,Laura Thompson,T-Shirts,Crop Top,2.0,3872.22,1.15,0.0,2024-03-27,Mumbai,B2C,-302.97,7744.44,3,2024
1081,Mary Lin,Jeans,Boyfriend Jeans,6.0,4798.06,0.81,5469.79,2024-03-27,Hyd,B2B,-361.78,28788.36,3,2024
1082,Nicholas White,Dresses,Bodycon,0.0,2685.985,0.65,0.0,2024-03-27,Bangalore,B2B,712.91,0.0,3,2024
1083,Timothy Farmer,Jackets,Bomber Jacket,1.0,2685.985,1.28,0.0,2024-03-27,Pune,B2B,-612.62,2685.985,3,2024
1084,Kevin Martinez,Shoes,Loafers,2.0,2685.985,0.53,0.0,2024-12-24,Pune,B2B,2458.07,5371.97,12,2024
1085,James Martinez,Shoes,Slip-ons,2.0,2685.985,0.02,0.0,2023-10-18,Pune,B2B,264.73,5371.97,10,2023
1086,Douglas Nelson,Accessories,Sunglasses,2.0,948.33,0.46,0.0,2024-03-27,Bangalore,B2C,-865.22,1896.66,3,2024
1087,Thomas Ramirez,Jeans,Ripped Denim,2.0,1976.75,0.81,0.0,2024-03-27,Mumbai,B2C,2790.95,3953.5,3,2024
1088,David Faulkner,Accessories,Caps,2.0,3891.14,0.65,0.0,2024-03-27,Pune,B2C,1374.27,7782.28,3,2024
1089,Dennis Ross,Shoes,Slip-ons,2.0,1412.17,0.88,0.0,2024-03-27,Mumbai,B2B,-355.26,2824.34,3,2024
1090,Heather Arnold,Shoes,Slip-ons,5.0,2477.82,0.65,0.0,2024-03-27,Ahmedabad,B2C,-888.86,12389.1,3,2024
1091,David Bridges,Accessories,Belts,1.0,2685.985,0.65,0.0,2023-07-28,Delhi,B2B,156.43,2685.985,7,2023
1092,Jennifer Keller,Dresses,Bodycon,2.0,2685.985,0.65,0.0,2024-03-27,Pune,B2B,1122.66,5371.97,3,2024
1093,Amanda Myers,Dresses,Bodycon,-2.0,2685.985,0.65,0.0,2024-03-27,bengaluru,B2B,2966.76,-5371.97,3,2024
1094,Betty Middleton,Jackets,Denim Jacket,-1.0,4741.41,0.65,0.0,2024-03-27,Mumbai,B2C,1901.7,-4741.41,3,2024
1035,Laura Porter,Accessories,Belts,2.0,2685.985,0.65,0.0,2024-03-27,Mumbai,B2C,1539.59,5371.97,3,2024
1033,Carla Phillips,Accessories,Belts,2.0,421.92,0.65,0.0,2024-03-27,Hyderabad,B2B,2969.19,843.84,3,2024
1097,Amber Smith,Accessories,Sunglasses,0.0,2685.985,0.65,0.0,2025-01-18,Mumbai,B2B,1141.15,0.0,1,2025
1098,Diana Jones,Accessories,Caps,0.0,4752.04,0.65,0.0,2024-03-27,Ahmedabad,B2C,129.37,0.0,3,2024
1099,Valerie Walker,Shoes,Loafers,2.0,2685.985,0.65,0.0,2024-02-22,Pune,B2B,300.02,5371.97,2,2024
1100,Daniel Brown,Shoes,Boots,2.0,2011.73,0.65,0.0,2024-12-30,Hyd,B2C,2493.5,4023.46,12,2024
1101,Stephen Smith,Jeans,Boyfriend Jeans,2.0,2685.985,0.22,0.0,2024-03-27,Pune,B2C,2962.73,5371.97,3,2024
1102,Kimberly Walter,Jeans,Boyfriend Jeans,5.0,2685.985,0.65,0.0,2024-03-27,Hyd,B2B,2776.7,13429.925000000001,3,2024
1103,Brandon Webb,Dresses,Bodycon,5.0,1521.46,0.65,0.0,2024-03-27,bengaluru,B2B,1713.47,7607.3,3,2024
1104,Andrew Moreno,Dresses,Maxi Dress,3.0,2752.71,0.65,0.0,2024-06-11,Ahmedabad,B2B,1660.01,8258.130000000001,6,2024
1105,Willie Smith,Dresses,Maxi Dress,-2.0,2685.985,0.65,0.0,2024-03-27,Ahmedabad,B2B,616.04,-5371.97,3,2024
1106,Evelyn Allison,Jeans,Boyfriend Jeans,3.0,2685.985,0.65,0.0,2024-03-27,Pune,B2C,53.28,8057.955,3,2024
1107,Elizabeth Hood,Jeans,Straight Cut,2.0,4948.0,0.65,0.0,2024-03-27,Delhi,B2C,1064.86,9896.0,3,2024
1036,Nathaniel Thomas,Jeans,Straight Cut,1.0,4601.44,0.65,0.0,2024-03-27,Mumbai,B2C,2145.66,4601.44,3,2024
1109,Nicole Evans,Jeans,Ripped Denim,2.0,2685.985,0.65,0.0,2024-03-27,Hyderabad,B2C,2133.58,5371.97,3,2024
1110,Michael Velasquez,Jeans,Slim Fit Jeans,4.0,2685.985,0.65,0.0,2025-06-26,Mumbai,B2C,2155.68,10743.94,6,2025
1111,Tammy Gonzales,T-Shirts,Classic Tee,2.0,2685.985,0.65,0.0,2024-03-27,Ahmedabad,B2C,748.93,5371.97,3,2024
1112,Sherry Shepard,Dresses,Casual Midi,2.0,1027.56,0.65,0.0,2024-03-27,Mumbai,B2B,1160.17,2055.12,3,2024
1113,Derek Edwards,Jackets,Puffer Coat,2.0,3864.5,0.65,0.0,2024-03-27,Ahmedabad,B2C,-763.23,7729.0,3,2024
1114,Robert Williams,Dresses,Bodycon,6.0,568.61,0.2,2729.33,2024-03-27,Delhi,B2C,-689.16,3411.66,3,2024
1115,Carolyn Nelson,Accessories,Belts,2.0,2685.985,0.65,0.0,2024-03-27,Ahmedabad,B2B,-624.26,5371.97,3,2024
1116,Olivia Jones,Jackets,Bomber Jacket,1.0,2685.985,0.65,0.0,2024-03-27,Delhi,B2C,1733.04,2685.985,3,2024
1117,Molly Johnson,Jackets,Puffer Coat,2.0,3567.55,0.65,0.0,2024-03-27,bengaluru,B2B,-455.6,7135.1,3,2024
1118,Jose Jackson,Accessories,Belts,2.0,2685.985,0.65,0.0,2025-05-01,Bangalore,B2C,1039.53,5371.97,5,2025
1119,Elizabeth Vega,Jeans,Ripped Denim,2.0,2685.985,0.65,0.0,2024-03-27,Mumbai,B2C,142.69,5371.97,3,2024
1120,Angelica Gonzalez,Jackets,Puffer Coat,2.0,4709.0,0.65,0.0,2024-03-27,Ahmedabad,B2B,828.98,9418.0,3,2024
1121,Henry Parker,Shoes,Boots,2.0,4109.6,0.42,0.0,2024-03-27,Pune,B2C,1422.36,8219.2,3,2024
1122,Jennifer Lee,Jackets,Bomber Jacket,0.0,4745.03,0.4,0.0,2024-03-27,Mumbai,B2C,2658.02,0.0,3,2024
1123,Michael Clarke,Accessories,Caps,5.0,3978.76,0.65,0.0,2024-04-11,Ahmedabad,B2B,1494.78,19893.800000000003,4,2024
1002,Jessica Gibson,Jackets,Puffer Coat,1.0,2685.985,0.65,0.0,2024-03-27,Ahmedabad,B2B,2513.75,2685.985,3,2024
1125,Jason Turner,Shoes,Boots,-2.0,2685.985,0.65,0.0,2024-03-27,Delhi,B2B,-754.58,-5371.97,3,2024
1126,Grant Munoz,Jeans,Boyfriend Jeans,2.0,2685.985,0.59,0.0,2024-03-27,Pune,B2C,1820.2,5371.97,3,2024
1127,Rhonda Ray,Dresses,Bodycon,3.0,4843.44,0.07,13513.2,2024-03-27,Ahmedabad,B2B,2881.91,14530.32,3,2024
1128,Susan Anderson,T-Shirts,Oversized T-shirt,2.0,2685.985,0.43,0.0,2024-03-27,Hyd,B2B,-68.49,5371.97,3,2024
1129,Miranda Thomas,Jeans,Boyfriend Jeans,-2.0,2412.36,0.23,-3715.03,2024-03-27,Mumbai,B2C,-668.36,-4824.72,3,2024
1130,Samuel Miller,Accessories,Sunglasses,2.0,2685.985,0.65,0.0,2024-03-27,Delhi,B2B,2782.45,5371.97,3,2024
1131,Grace Chavez,T-Shirts,Classic Tee,5.0,2685.985,0.99,0.0,2024-03-27,Delhi,B2B,-941.56,13429.925000000001,3,2024
1132,Andrew Carlson,Jackets,Bomber Jacket,2.0,2685.985,0.58,0.0,2024-03-27,Delhi,B2B,2043.57,5371.97,3,2024
1133,Erin Williams,Dresses,Casual Midi,2.0,2685.985,0.6,0.0,2024-03-27,Ahmedabad,B2B,806.19,5371.97,3,2024
1134,Melissa Jenkins,Dresses,Wrap Dress,3.0,2685.985,0.65,0.0,2025-05-14,Delhi,B2C,1101.19,8057.955,5,2025
1135,Ronald Ballard,Shoes,Sneakers,4.0,1556.96,0.84,996.45,2024-10-23,Mumbai,B2B,1432.84,6227.84,10,2024
1136,Danielle Johnson,Jeans,Straight Cut,2.0,3658.42,0.47,0.0,2024-01-27,Mumbai,B2B,1897.33,7316.84,1,2024
1137,Jason Moore,Shoes,Sneakers,2.0,4206.06,0.65,0.0,2024-03-27,Delhi,B2B,1161.76,8412.12,3,2024
1138,Thomas Freeman,Dresses,Bodycon,2.0,2685.985,0.26,0.0,2024-03-27,Hyderabad,B2C,-658.58,5371.97,3,2024
1139,Katherine Reyes,T-Shirts,Graphic Tee,2.0,2685.985,0.21,0.0,2024-10-28,Bangalore,B2B,-832.45,5371.97,10,2024
1140,Dawn Smith,Accessories,Belts,4.0,2685.985,0.65,0.0,2024-03-27,Hyderabad,B2B,-127.91,10743.94,3,2024
1141,Sarah Pacheco,T-Shirts,Graphic Tee,2.0,2685.985,1.15,0.0,2024-04-19,Delhi,B2C,429.67,5371.97,4,2024
1142,Daniel Alvarez,Dresses,Bodycon,6.0,3004.58,0.65,0.0,2024-02-22,Hyderabad,B2C,-509.67,18027.48,2,2024
1143,Bernard Ramirez,Jackets,Denim Jacket,2.0,2685.985,0.65,0.0,2024-03-27,Bangalore,B2B,816.49,5371.97,3,2024
1144,Mrs. Julia Ramirez,Jeans,Slim Fit Jeans,2.0,2685.985,0.19,0.0,2024-03-27,Mumbai,B2C,2966.21,5371.97,3,2024
1145,Jorge Anderson,T-Shirts,Graphic Tee,-2.0,3607.9,0.94,-432.95,2024-03-27,Hyderabad,B2B,-171.58,-7215.8,3,2024
1146,Jacqueline Jenkins,Accessories,Belts,2.0,2685.985,1.09,0.0,2025-03-03,Pune,B2C,-431.7,5371.97,3,2025
1147,Tracy Miller,Dresses,Casual Midi,2.0,2875.46,0.65,0.0,2024-03-27,Delhi,B2B,-794.99,5750.92,3,2024
1148,Travis Lopez,Accessories,Belts,2.0,2471.48,1.11,0.0,2024-03-27,Mumbai,B2C,2247.9,4942.96,3,2024
1149,Steven Ortiz,Dresses,Bodycon,2.0,2685.985,0.65,0.0,2024-03-27,Hyderabad,B2B,562.69,5371.97,3,2024
1150,Brittany Robinson,Accessories,Sunglasses,2.0,1554.9,0.65,0.0,2024-03-27,Ahmedabad,B2C,457.65,3109.8,3,2024
1151,Joseph Allen,Jeans,Straight Cut,4.0,2266.44,0.33,6074.06,2024-03-27,Pune,B2C,-655.45,9065.76,3,2024
1152,Matthew Deleon,Shoes,Slip-ons,1.0,2685.985,1.26,0.0,2024-03-27,Pune,B2B,454.45,2685.985,3,2024
1153,Julia Evans,Accessories,Belts,1.0,478.59,0.65,0.0,2024-03-27,Delhi,B2B,-681.2,478.59,3,2024
1154,Robert Parks,Accessories,Watches,2.0,2685.985,0.65,0.0,2024-10-10,Bangalore,B2C,52.85,5371.97,10,2024
1155,Sean Small,Shoes,Slip-ons,2.0,2685.985,0.64,0.0,2024-03-27,Mumbai,B2B,2493.12,5371.97,3,2024
1156,Jacob Moore,Dresses,Wrap Dress,3.0,2685.985,0.93,0.0,2024-03-27,Delhi,B2B,1699.17,8057.955,3,2024
1157,Dean Allen,Jeans,Ripped Denim,6.0,645.03,0.65,0.0,2024-03-27,Ahmedabad,B2C,2724.92,3870.18,3,2024
1158,Vicki Jackson,Dresses,Wrap Dress,2.0,4516.08,0.65,0.0,2025-07-06,Delhi,B2B,2164.95,9032.16,7,2025
1159,Robert Knox,Shoes,Sneakers,2.0,3335.18,0.09,0.0,2024-03-27,Ahmedabad,B2C,235.11,6670.36,3,2024
1160,Ruben Oconnell,Dresses,Casual Midi,0.0,2685.985,0.77,0.0,2024-03-27,Hyderabad,B2B,-711.19,0.0,3,2024
1161,Laura Gallegos,T-Shirts,Classic Tee,2.0,1801.91,0.65,0.0,2024-03-01,Mumbai,B2B,502.86,3603.82,3,2024
1162,Christopher Harvey,Shoes,Boots,4.0,2685.985,0.14,0.0,2024-03-27,Mumbai,B2C,2566.05,10743.94,3,2024
1163,Scott Hampton,Accessories,Sunglasses,2.0,1033.58,0.68,0.0,2025-01-09,bengaluru,B2C,-441.46,2067.16,1,2025
1164,Steven Ingram,Accessories,Sunglasses,5.0,2685.985,0.65,0.0,2024-03-27,Hyderabad,B2B,598.79,13429.925000000001,3,2024
1165,Joshua Jones,T-Shirts,Classic Tee,2.0,2685.985,0.08,0.0,2024-10-04,bengaluru,B2B,-102.32,5371.97,10,2024
1166,Jennifer Johnson,Jackets,Bomber Jacket,2.0,2685.985,0.91,0.0,2023-08-27,Ahmedabad,B2B,285.44,5371.97,8,2023
1167,Robert Evans,T-Shirts,Oversized T-shirt,0.0,4595.9,0.09,0.0,2025-05-14,Bangalore,B2B,-653.8,0.0,5,2025
1168,Eugene Olson Jr.,Accessories,Sunglasses,0.0,3655.71,0.48,0.0,2024-03-27,Hyderabad,B2B,2024.15,0.0,3,2024
1169,Kristine Sexton,T-Shirts,Classic Tee,-1.0,2948.26,0.9,-294.83,2024-03-27,Pune,B2B,1285.15,-2948.26,3,2024
1170,Marc Hull,Jeans,Straight Cut,0.0,2685.985,0.76,0.0,2024-03-27,Delhi,B2C,-528.7,0.0,3,2024
1171,Richard Johnson,Jeans,Straight Cut,1.0,2685.985,0.65,0.0,2024-03-27,Pune,B2B,2475.83,2685.985,3,2024
1172,Diane Davis,Jackets,Puffer Coat,-2.0,2719.32,0.65,0.0,2025-05-02,Hyd,B2C,655.1,-5438.64,5,2025
1173,Shaun Bush,Jeans,Boyfriend Jeans,2.0,4063.39,0.65,0.0,2024-03-27,bengaluru,B2B,2034.39,8126.78,3,2024
1174,Tiffany Flores,Jackets,Leather Jacket,6.0,4984.65,0.42,17346.58,2024-03-27,Bangalore,B2B,2931.32,29907.899999999998,3,2024
1175,Ashley Brown,Dresses,Casual Midi,3.0,2685.985,0.65,0.0,2024-03-27,Ahmedabad,B2C,728.61,8057.955,3,2024
1176,Bailey Williamson,Jeans,Boyfriend Jeans,6.0,2685.985,0.87,0.0,2024-03-27,Mumbai,B2B,-879.15,16115.91,3,2024
1177,Elizabeth Torres,Jeans,Straight Cut,2.0,2426.13,0.65,0.0,2024-03-27,Ahmedabad,B2C,353.91,4852.26,3,2024
1178,Joshua Anderson,T-Shirts,Crop Top,4.0,1204.59,0.65,0.0,2024-03-27,Hyd,B2B,2161.64,4818.36,3,2024
1179,Kevin Allen,Jackets,Bomber Jacket,0.0,2685.985,0.65,0.0,2025-04-04,Mumbai,B2C,510.53,0.0,4,2025
1180,Michelle Moore,Dresses,Bodycon,6.0,2495.96,0.65,0.0,2024-03-27,Hyderabad,B2C,835.4,14975.76,3,2024
1181,John Barber,Jackets,Bomber Jacket,2.0,2685.985,0.65,0.0,2025-03-16,Mumbai,B2B,2564.06,5371.97,3,2025
1182,Andrew Mclaughlin,Jeans,Slim Fit Jeans,-1.0,2685.985,0.65,0.0,2024-03-27,Pune,B2B,-747.25,-2685.985,3,2024
1183,Sherry Ward,Accessories,Watches,6.0,2372.3,0.65,0.0,2024-03-27,Delhi,B2B,1888.87,14233.800000000001,3,2024
1184,Craig Farrell,Jeans,Ripped Denim,0.0,2697.1,0.65,0.0,2024-03-27,Delhi,B2B,1518.99,0.0,3,2024
1185,Stacy Brady,Accessories,Belts,2.0,2685.985,0.65,0.0,2025-05-14,Delhi,B2C,-445.19,5371.97,5,2025
1186,Daniel Patton,Jeans,Boyfriend Jeans,6.0,2685.985,0.71,0.0,2024-03-27,Bangalore,B2B,-40.48,16115.91,3,2024
1187,Karen Smith,Accessories,Belts,3.0,3810.89,0.65,0.0,2024-03-27,Mumbai,B2C,1153.72,11432.67,3,2024
1188,Maria Morrow,Accessories,Belts,6.0,4910.28,0.12,25926.28,2024-03-27,Bangalore,B2B,2089.25,29461.68,3,2024
